"gid","iso_a2","code","name","level_0","level_1","level_2","level_3","bbox"
100000035303,"FR","35303","Saint-Ouen-la-Rouërie","FR","Bretagne","Ille-et-Vilaine","Val-Couesnon","-1.47133 48.427567 -1.39406 48.488406"
100000014638,"FR","14638","Saint-Ouen-le-Houx","FR","Normandie","Calvados","Livarot-Pays-d'Auge","0.171604 48.972229 0.215004 48.993991"
100000061441,"FR","61441","Saint-Ouen-sur-Maire","FR","Normandie","Orne","Écouché-les-Vallées","-0.205826 48.686749 -0.161955 48.715333"
100000073266,"FR","73266","Saint-Oyen","FR","Auvergne-Rhône-Alpes","Savoie","Grand-Aigueblanche","6.470182 45.496911 6.488983 45.522063"
100000038435,"FR","38435","Saint-Pancrasse","FR","Auvergne-Rhône-Alpes","Isère","Plateau-des-Petites-Roches","5.831966 45.279559 5.870058 45.311532"
100000046285,"FR","46285","Saint-Pantaléon","FR","Occitanie","Lot","Barguelonne-en-Quercy","1.246681 44.346692 1.329619 44.389149"
100000024475,"FR","24475","Saint-Pantaly-d'Ans","FR","Nouvelle-Aquitaine","Dordogne","Cubjac-Auvézère-Val d'Ans","0.970031 45.219257 1.021825 45.268392"
100000087173,"FR","87173","Saint-Pardoux","FR","Nouvelle-Aquitaine","Haute-Vienne","Saint-Pardoux-le-Lac","1.243027 46.032675 1.341772 46.094896"
100000792851,"FR","79285","Saint-Pardoux","FR","Nouvelle-Aquitaine","Deux-Sèvres","Saint-Pardoux-Soutiers","-0.362295 46.533804 -0.263975 46.613802"
100000723081,"FR","72308","Saint-Paterne","FR","Pays de la Loire","Sarthe","Saint-Paterne - Le Chevain","0.089234 48.395436 0.137928 48.432379"
100000372321,"FR","37232","Saint-Patrice","FR","Centre-Val de Loire","Indre-et-Loire ","Coteaux-sur-Loire","0.276775 47.262212 0.336985 47.33024"
100000014642,"FR","14642","Saint-Paul-de-Courtonne","FR","Normandie","Calvados","Courtonne-les-Deux-Églises","0.332041 49.067146 0.391068 49.103687"
100000046287,"FR","46287","Saint-Paul-de-Loubressac","FR","Occitanie","Lot","Saint-Paul-Flaugnac","1.42013 44.241903 1.48638 44.314422"
100000422681,"FR","42268","Saint-Paul-de-Vézelin","FR","Auvergne-Rhône-Alpes","Loire","Vézelin-sur-Loire","4.056494 45.865967 4.111427 45.914373"
100000050534,"FR","50534","Saint-Pellerin","FR","Normandie","Manche","Carentan-les-Marais","-1.212792 49.283492 -1.162612 49.30683"
100000045295,"FR","45295","Saint-Péravy-Épreux","FR","Centre-Val de Loire","Loiret","Outarville","1.962803 48.202761 2.020676 48.246976"
100000085263,"FR","85263","Saint-Philbert-du-Pont-Charrault","FR","Pays de la Loire","Vendée","Chantonnay","-1.063511 46.622482 -0.967165 46.682825"
100000049312,"FR","49312","Saint-Philbert-en-Mauges","FR","Pays de la Loire","Maine-et-Loire","Beaupréau-en-Mauges","-1.045846 47.143555 -0.990581 47.16967"
100000079288,"FR","79288","Saint-Pierre-à-Champ","FR","Nouvelle-Aquitaine","Deux-Sèvres","Val en Vignes","-0.401197 47.047489 -0.330406 47.095386"
100000080712,"FR","80712","Saint-Pierre-à-Gouy","FR","Hauts-de-France","Somme","Crouy-Saint-Pierre","2.090818 49.941613 2.128298 49.961269"
100000047268,"FR","47268","Saint-Pierre-de-Caubel","FR","Nouvelle-Aquitaine","Lot-et-Garonne","Pinel-Hauterive","0.54374 44.448923 0.594359 44.504132"
100000014647,"FR","14647","Saint-Pierre-de-Mailloc","FR","Normandie","Calvados","Valorbiquet","0.287041 49.057583 0.333191 49.082232"
100000353081,"FR","35308","Saint-Pierre-de-Plesguen","FR","Bretagne","Ille-et-Vilaine","Mesnil-Roc'h","-1.939323 48.431038 -1.83614 48.48162"
100000027596,"FR","27596","Saint-Pierre-du-Mesnil","FR","Normandie","Eure","Mesnil-en-Ouche","0.54577 48.916062 0.613354 48.950983"
100000061449,"FR","61449","Saint-Pierre-la-Rivière","FR","Normandie","Orne","Gouffern en Auge","0.143523 48.799261 0.217266 48.828517"
100000014653,"FR","14653","Saint-Pierre-la-Vieille","FR","Normandie","Calvados","Condé-en-Normandie","-0.600535 48.896406 -0.560757 48.946223"
100000076639,"FR","76639","Saint-Pierre-Lavis","FR","Normandie","Seine-Maritime","Terres-de-Caux","0.606867 49.649807 0.638664 49.678115"
100000049313,"FR","49313","Saint-Pierre-Montlimart","FR","Pays de la Loire","Maine-et-Loire","Montrevault-sur-Èvre","-1.073023 47.235395 -1.000141 47.321275"
100000146541,"FR","14654","Saint-Pierre-sur-Dives","FR","Normandie","Calvados","Saint-Pierre-en-Auge","-0.067248 48.995012 -0.013636 49.033653"
100000532491,"FR","53249","Saint-Pierre-sur-Orthe","FR","Pays de la Loire","Mayenne","Vimartin-sur-Orthe","-0.242851 48.190476 -0.144474 48.273663"
100000014655,"FR","14655","Saint-Pierre-Tarentaine","FR","Normandie","Calvados","Souleuvre en Bocage","-0.813995 48.937526 -0.754289 48.984256"
100000059540,"FR","59540","Saint-Pol-sur-Mer","FR","Hauts-de-France","Nord","Dunkerque","2.301685 50.997336 2.374095 51.057026"
100000087175,"FR","87175","Saint-Priest-le-Betoux","FR","Nouvelle-Aquitaine","Haute-Vienne","Saint-Sornin-Leulac","1.232536 46.168527 1.286345 46.201235"
100000016344,"FR","16344","Saint-Projet-Saint-Constant","FR","Nouvelle-Aquitaine","Charente","La Rochefoucauld-en-Angoumois","0.302258 45.710299 0.385911 45.742846"
100000076643,"FR","76643","Saint-Quentin-au-Bosc","FR","Normandie","Seine-Maritime","Petit-Caux","1.306876 49.92568 1.348539 49.945737"
100000027600,"FR","27600","Saint-Quentin-des-Isles","FR","Normandie","Eure","Treis-Sants-en-Ouche","0.559791 49.038799 0.595247 49.064547"
100000049314,"FR","49314","Saint-Quentin-en-Mauges","FR","Pays de la Loire","Maine-et-Loire","Montrevault-sur-Èvre","-0.942755 47.264936 -0.852114 47.320595"
100000049315,"FR","49315","Saint-Quentin-lès-Beaurepaire","FR","Pays de la Loire","Maine-et-Loire","Baugé-en-Anjou","-0.134671 47.609009 -0.090696 47.662284"
100000041227,"FR","41227","Saint-Quentin-lès-Troo","FR","Centre-Val de Loire","Loir-et-Cher","Montoire-sur-le-Loir","0.798076 47.761265 0.84191 47.785985"
100000015210,"FR","15210","Saint-Rémy-de-Salers","FR","Auvergne-Rhône-Alpes","Cantal","Saint-Martin-Valmeroux","2.423948 45.09478 2.494134 45.121707"
100000050544,"FR","50544","Saint-Rémy-des-Landes","FR","Normandie","Manche","La Haye","-1.692573 49.282297 -1.633092 49.3158"
100000049316,"FR","49316","Saint-Rémy-en-Mauges","FR","Pays de la Loire","Maine-et-Loire","Montrevault-sur-Èvre","-1.125605 47.238019 -1.047412 47.299073"
100000049317,"FR","49317","Saint-Rémy-la-Varenne","FR","Pays de la Loire","Maine-et-Loire","Brissac Loire Aubance","-0.352394 47.363126 -0.289558 47.412072"
100000072318,"FR","72318","Saint-Rigomer-des-Bois","FR","Pays de la Loire","Sarthe","Villeneuve-en-Perseigne","0.131887 48.375664 0.211916 48.425835"
100000048180,"FR","48180","Saint-Rome-de-Dolan","FR","Occitanie","Lozère","Massegros Causses Gorges","3.154549 44.230142 3.233011 44.310179"
100000050545,"FR","50545","Saint-Romphaire","FR","Normandie","Manche","Bourgvallées","-1.125743 49.02191 -1.047468 49.055297"
100000012245,"FR","12245","Saint-Salvadou","FR","Occitanie","Aveyron","Le Bas Ségala","2.06966 44.260343 2.135991 44.322918"
100000053252,"FR","53252","Saint-Samson","FR","Pays de la Loire","Mayenne","Pré-en-Pail-Saint-Samson","-0.227899 48.465623 -0.149155 48.503918"
100000505461,"FR","50546","Saint-Samson-de-Bonfossé","FR","Normandie","Manche","Bourgvallées","-1.146261 49.029516 -1.113737 49.0703"
100000049318,"FR","49318","Saint-Saturnin-sur-Loire","FR","Pays de la Loire","Maine-et-Loire","Brissac Loire Aubance","-0.454473 47.358173 -0.397773 47.415162"
100000079296,"FR","79296","Saint-Sauveur","FR","Nouvelle-Aquitaine","Deux-Sèvres","Bressuire","-0.488926 46.801253 -0.381057 46.851997"
100000862451,"FR","86245","Saint-Sauveur","FR","Nouvelle-Aquitaine","Vienne","Senillé-Saint-Sauveur","0.595292 46.762289 0.693309 46.839202"
100000049319,"FR","49319","Saint-Sauveur-de-Flée","FR","Pays de la Loire","Maine-et-Loire","Segré-en-Anjou Bleu","-0.84006 47.724549 -0.777531 47.771261"
100000049320,"FR","49320","Saint-Sauveur-de-Landemont","FR","Pays de la Loire","Maine-et-Loire","Orée d'Anjou","-1.280756 47.27332 -1.212145 47.310096"
100000048183,"FR","48183","Saint-Sauveur-de-Peyre","FR","Occitanie","Lozère","Peyre en Aubrac","3.246905 44.617189 3.342151 44.687149"
100000046291,"FR","46291","Saint-Sauveur-la-Vallée","FR","Occitanie","Lot","Cœur de Causse","1.521882 44.594437 1.563944 44.630535"
100000505501,"FR","50550","Saint-Sauveur-Lendelin","FR","Normandie","Manche","Saint-Sauveur-Villages","-1.438156 49.1002 -1.36463 49.158475"
100000384561,"FR","38456","Saint-Sébastien","FR","Auvergne-Rhône-Alpes","Isère","Châtel-en-Trièves","5.770357 44.810482 5.840028 44.876919"
100000146581,"FR","14658","Saint-Sever-Calvados","FR","Normandie","Calvados","Noues de Sienne","-1.102873 48.798097 -0.989517 48.852204"
100000524491,"FR","52449","Saints-Geosmes","FR","Grand Est","Haute-Marne","Saints-Geosmes","5.283193 47.805997 5.351653 47.847624"
100000061455,"FR","61455","Saint-Siméon","FR","Normandie","Orne","Passais Villages","-0.780004 48.436156 -0.714201 48.483849"
100000016351,"FR","16351","Saint-Simeux","FR","Nouvelle-Aquitaine","Charente","Mosnac-Saint-Simeux","-0.058965 45.615062 -0.011396 45.653717"
100000069237,"FR","69237","Saint-Sorlin","FR","Auvergne-Rhône-Alpes","Rhône","Chabanière","4.604127 45.610743 4.652312 45.630232"
100000085270,"FR","85270","Saint-Sornin","FR","Pays de la Loire","Vendée","Saint-Vincent-sur-Graon","-1.399732 46.456264 -1.357885 46.498109"
100000049322,"FR","49322","Saint-Sulpice","FR","Pays de la Loire","Maine-et-Loire","Blaison-Saint-Sulpice","-0.426816 47.387947 -0.408327 47.413301"
100000053254,"FR","53254","Saint-Sulpice","FR","Pays de la Loire","Mayenne","La Roche-Neuville","-0.745639 47.880797 -0.689726 47.910846"
100000024503,"FR","24503","Saint-Sulpice-de-Mareuil","FR","Nouvelle-Aquitaine","Dordogne","Mareuil en Périgord","0.482648 45.451925 0.557455 45.480668"
100000044191,"FR","44191","Saint-Sulpice-des-Landes","FR","Pays de la Loire","Loire-Atlantique","Vallons-de-l'Erdre","-1.275973 47.54315 -1.172937 47.59669"
100000085272,"FR","85272","Saint-Sulpice-le-Verdon","FR","Pays de la Loire","Vendée","Montréverd","-1.442733 46.866172 -1.377112 46.908347"
100000493231,"FR","49323","Saint-Sylvain-d'Anjou","FR","Pays de la Loire","Maine-et-Loire","Verrières-en-Anjou","-0.515601 47.486732 -0.436798 47.539186"
100000048184,"FR","48184","Saint-Symphorien","FR","Occitanie","Lozère","Bel-Air-Val-d'Ance","3.581994 44.803873 3.667598 44.880948"
100000050557,"FR","50557","Saint-Symphorien-des-Monts","FR","Normandie","Manche","Buais-Les-Monts","-1.018084 48.530763 -0.951615 48.559895"
100000050558,"FR","50558","Saint-Symphorien-le-Valois","FR","Normandie","Manche","La Haye","-1.603381 49.282539 -1.535172 49.309004"
100000087184,"FR","87184","Saint-Symphorien-sur-Couze","FR","Nouvelle-Aquitaine","Haute-Vienne","Saint-Pardoux-le-Lac","1.207232 46.012157 1.267786 46.094635"
100000292661,"FR","29266","Saint-Thégonnec","FR","Bretagne","Finistère","Saint-Thégonnec Loc-Eguiner","-3.983528 48.464323 -3.893818 48.581422"
100000002695,"FR","02695","Saint-Thibaut","FR","Hauts-de-France","Aisne","Bazoches-et-Saint-Thibaut","3.599987 49.275405 3.628294 49.305678"
100000027607,"FR","27607","Saint-Thurien","FR","Normandie","Eure","Le Perrey","0.518391 49.38933 0.574585 49.417356"
100000042291,"FR","42291","Saint-Thurin","FR","Auvergne-Rhône-Alpes","Loire","Vêtre-sur-Anzon","3.85448 45.801431 3.913157 45.834505"
100000050561,"FR","50561","Saint-Ursin","FR","Normandie","Manche","Saint-Jean-des-Champs","-1.484866 48.79358 -1.426734 48.818842"
100000070475,"FR","70475","Saint-Valbert","FR","Bourgogne-Franche-Comté","Haute-Saône","Fougerolles-Saint-Valbert","6.377618 47.841127 6.416348 47.865526"
100000061458,"FR","61458","Saint-Victor-de-Réno","FR","Normandie","Orne","Longny les Villages","0.667217 48.464095 0.706163 48.5423"
100000014662,"FR","14662","Saint-Vigor-des-Mézerets","FR","Normandie","Calvados","Terres de Druance","-0.661206 48.886376 -0.598951 48.919318"
100000004198,"FR","04198","Saint-Vincent-les-Forts","FR","Provence-Alpes-Côte d'Azur","Alpes-de-Haute-Provence","Ubaye-Serre-Ponçon","6.332952 44.409226 6.405213 44.463292"
100000085275,"FR","85275","Saint-Vincent-Puymaufrais","FR","Pays de la Loire","Vendée","Bournezeau","-1.141613 46.578062 -1.059799 46.621726"
100000089372,"FR","89372","Saint-Vinnemer","FR","Bourgogne-Franche-Comté","Yonne","Tanlay","4.01003 47.81027 4.109544 47.841736"
100000076659,"FR","76659","Saint-Wandrille-Rançon","FR","Normandie","Seine-Maritime","Rives-en-Seine","0.742312 49.486753 0.80973 49.567531"
100000067431,"FR","67431","Salenthal","FR","Grand Est","Bas-Rhin","Sommerau","7.350513 48.660293 7.374889 48.671243"
100000033495,"FR","33495","Salignac","FR","Nouvelle-Aquitaine","Gironde","Val de Virvée","-0.396072 44.994731 -0.350432 45.047359"
100000085279,"FR","85279","Saligny","FR","Pays de la Loire","Vendée","Bellevigny","-1.44838 46.772304 -1.349415 46.831224"
100000732841,"FR","73284","Salins-les-Thermes","FR","Auvergne-Rhône-Alpes","Savoie","Salins-Fontaine","6.511152 45.457374 6.556364 45.487784"
100000052460,"FR","52460","Sarcicourt","FR","Grand Est","Haute-Marne","Jonchery","5.024806 48.140978 5.091117 48.180695"
100000046298,"FR","46298","Sarrazac","FR","Occitanie","Lot","Cressensac-Sarrazac","1.539057 44.988359 1.619947 45.040721"
100000505651,"FR","50565","Sartilly","FR","Normandie","Manche","Sartilly-Baie-Bocage","-1.489527 48.724415 -1.439424 48.777785"
100000052462,"FR","52462","Saucourt-sur-Rognon","FR","Grand Est","Haute-Marne","Doulaincourt-Saucourt","5.163353 48.3343 5.218902 48.35944"
100000049327,"FR","49327","Saulgé-l'Hôpital","FR","Pays de la Loire","Maine-et-Loire","Brissac Loire Aubance","-0.403922 47.283768 -0.349961 47.331405"
100000052466,"FR","52466","Sauvage-Magny","FR","Grand Est","Haute-Marne","Ceffonds","4.726345 48.40997 4.772849 48.431441"
100000046300,"FR","46300","Saux","FR","Occitanie","Lot","Porte-du-Quercy","1.050841 44.378621 1.102379 44.408639"
100000055478,"FR","55478","Savonnières-en-Woëvre","FR","Grand Est","Meuse","Valbois","5.617144 48.903936 5.656909 48.931713"
100000089381,"FR","89381","Sceaux","FR","Bourgogne-Franche-Comté","Yonne","Guillon-Terre-Plaine","3.989611 47.486447 4.049048 47.543029"
100000067439,"FR","67439","Schaffhouse-sur-Zorn","FR","Grand Est","Bas-Rhin","Hochfelden","7.537148 48.723658 7.579805 48.744994"
100000067457,"FR","67457","Schwabwiller","FR","Grand Est","Bas-Rhin","Betschdorf","7.855062 48.891451 7.889357 48.912167"
100000045304,"FR","45304","Sébouville","FR","Centre-Val de Loire","Loiret","Guigneville","2.129074 48.184984 2.171851 48.229402"
100000014670,"FR","14670","Secqueville-en-Bessin","FR","Normandie","Calvados","Rots","-0.541793 49.223852 -0.483022 49.245384"
100000493311,"FR","49331","Segré","FR","Pays de la Loire","Maine-et-Loire","Segré-en-Anjou Bleu","-0.905329 47.673236 -0.835006 47.727408"
100000061465,"FR","61465","Ségrie-Fontaine","FR","Normandie","Orne","Athis-Val de Rouvre","-0.426288 48.805892 -0.379722 48.837105"
100000041240,"FR","41240","Seillac","FR","Centre-Val de Loire","Loir-et-Cher","Valloire-sur-Cisse","1.139934 47.524203 1.187722 47.567895"
100000080731,"FR","80731","Selincourt","FR","Hauts-de-France","Somme","Hornoy-le-Bourg","1.868233 49.858725 1.914705 49.891939"
100000059561,"FR","59561","Selvigny","FR","Hauts-de-France","Nord","Walincourt-Selvigny","3.340193 50.057364 3.371349 50.097376"
100000009286,"FR","09286","Sem","FR","Occitanie","Ariège","Val-de-Sos","1.50906 42.735654 1.535736 42.773228"
100000041244,"FR","41244","Semerville","FR","Centre-Val de Loire","Loir-et-Cher","Beauce la Romaine","1.353369 47.905713 1.41792 47.941348"
100000384791,"FR","38479","Semons","FR","Auvergne-Rhône-Alpes","Isère","Porte-des-Bonnevaux","5.17211 45.408036 5.217082 45.45086"
100000055480,"FR","55480","Senard","FR","Grand Est","Meuse","Seuil-d'Argonne","4.993685 48.976357 5.041441 48.996059"
100000024530,"FR","24530","Sencenac-Puy-de-Fourches","FR","Nouvelle-Aquitaine","Dordogne","Brantôme en Périgord","0.649545 45.299106 0.710863 45.331322"
100000086259,"FR","86259","Senillé","FR","Nouvelle-Aquitaine","Vienne","Senillé-Saint-Sauveur","0.573602 46.749328 0.667883 46.798391"
100000071511,"FR","71511","Sennecé-lès-Mâcon","FR","Bourgogne-Franche-Comté","Saône-et-Loire","Mâcon","4.804501 46.34376 4.854618 46.379648"
100000055483,"FR","55483","Senonville","FR","Grand Est","Meuse","Valbois","5.575636 48.920842 5.60722 48.95027"
100000061468,"FR","61468","Sentilly","FR","Normandie","Orne","Monts-sur-Orne","-0.152524 48.751408 -0.095858 48.782599"
100000089389,"FR","89389","Septfonds","FR","Bourgogne-Franche-Comté","Yonne","Saint-Fargeau","3.059045 47.669939 3.137005 47.716582"
100000061469,"FR","61469","Sept-Forges","FR","Normandie","Orne","Juvigny Val d'Andaine","-0.57018 48.47205 -0.508687 48.514749"
100000014671,"FR","14671","Sept-Frères","FR","Normandie","Calvados","Noues de Sienne","-1.064422 48.843895 -0.999368 48.887506"
100000146721,"FR","14672","Sept-Vents","FR","Normandie","Calvados","Val de Drôme","-0.876747 49.044931 -0.802085 49.088643"
100000061470,"FR","61470","Serans","FR","Normandie","Orne","Écouché-les-Vallées","-0.181566 48.715438 -0.126401 48.742789"
100000055486,"FR","55486","Seraucourt","FR","Grand Est","Meuse","Beausite","5.222218 48.950143 5.271239 48.977782"
100000015227,"FR","15227","Sériers","FR","Auvergne-Rhône-Alpes","Cantal","Neuvéglise-sur-Truyère","2.997379 44.951234 3.07213 44.991399"
100000061471,"FR","61471","Sérigny","FR","Normandie","Orne","Belforêt-en-Perche","0.56294 48.347726 0.617291 48.404612"
100000014673,"FR","14673","Sermentot","FR","Normandie","Calvados","Aurseulles","-0.686145 49.112345 -0.64021 49.136374"
100000704891,"FR","70489","Servance","FR","Bourgogne-Franche-Comté","Haute-Saône","Servance-Miellin","6.62641 47.772029 6.740105 47.875928"
100000048189,"FR","48189","Servières","FR","Occitanie","Lozère","Monts-de-Randon","3.381508 44.553486 3.450546 44.619579"
100000025543,"FR","25543","Servigney","FR","Bourgogne-Franche-Comté","Doubs","Montagney-Servigney","6.282218 47.445473 6.310209 47.4687"
100000050573,"FR","50573","Servigny","FR","Normandie","Manche","Gouville-sur-Mer","-1.518794 49.08275 -1.452265 49.098116"
100000122701,"FR","12270","Sévérac-le-Château","FR","Occitanie","Aveyron","Sévérac d'Aveyron","2.999738 44.225569 3.154416 44.372617"
100000076674,"FR","76674","Sévis","FR","Normandie","Seine-Maritime","Val-de-Scie","1.149584 49.699378 1.206044 49.726207"
100000054506,"FR","54506","Sexey-les-Bois","FR","Grand Est","Meurthe-et-Moselle","Bois-de-Haye","6.000909 48.70711 6.05619 48.733233"
100000074268,"FR","74268","Seynod","FR","Auvergne-Rhône-Alpes","Haute-Savoie","Annecy","6.048413 45.827994 6.118658 45.895437"
100000068310,"FR","68310","Sigolsheim","FR","Grand Est","Haut-Rhin","Kaysersberg Vignoble","7.289459 48.120565 7.350101 48.147709"
100000614741,"FR","61474","Silly-en-Gouffern","FR","Normandie","Orne","Gouffern en Auge","-0.031454 48.706601 0.130125 48.796314"
100000040302,"FR","40302","Sindères","FR","Nouvelle-Aquitaine","Landes","Morcenx-la-Nouvelle","-1.014719 43.990621 -0.940804 44.051375"
100000067469,"FR","67469","Singrist","FR","Grand Est","Bas-Rhin","Sommerau","7.364232 48.658887 7.400032 48.680018"
100000092961,"FR","09296","Sinsat","FR","Occitanie","Ariège","Aulos-Sinsat","1.642669 42.784161 1.674809 42.812901"
100000049335,"FR","49335","Sœurdres","FR","Pays de la Loire","Maine-et-Loire","Les Hauts-d'Anjou","-0.612914 47.721584 -0.528419 47.758912"
100000028376,"FR","28376","Soizé","FR","Centre-Val de Loire","Eure-et-Loir","Authon-du-Perche","0.836184 48.145747 0.946927 48.193108"
100000073287,"FR","73287","Sollières-Sardières","FR","Auvergne-Rhône-Alpes","Savoie","Val-Cenis","6.751485 45.214455 6.878923 45.279726"
100000055491,"FR","55491","Sommaisne","FR","Grand Est","Meuse","Rembercourt-Sommaisne","5.151835 48.928163 5.192756 48.956153"
100000052477,"FR","52477","Sommermont","FR","Grand Est","Haute-Marne","Chatonrupt-Sommermont","5.062566 48.446603 5.116239 48.471922"
100000052478,"FR","52478","Sommeville","FR","Grand Est","Haute-Marne","Chevillon","5.097782 48.528052 5.153774 48.563467"
100000079314,"FR","79314","Sompt","FR","Nouvelle-Aquitaine","Deux-Sèvres","Fontivillié","-0.123676 46.142705 -0.064916 46.189227"
100000016371,"FR","16371","Sonneville","FR","Nouvelle-Aquitaine","Charente","Rouillac","-0.156036 45.785553 -0.095596 45.822268"
100000068314,"FR","68314","Soppe-le-Haut","FR","Grand Est","Haut-Rhin","Le Haut Soultzbach","7.032768 47.714929 7.082795 47.745684"
100000245401,"FR","24540","Sorges","FR","Nouvelle-Aquitaine","Dordogne","Sorges et Ligueux en Périgord","0.788212 45.255134 0.912749 45.330713"
100000049337,"FR","49337","Soucelles","FR","Pays de la Loire","Maine-et-Loire","Rives-du-Loir-en-Anjou","-0.468152 47.558149 -0.388559 47.610865"
100000412481,"FR","41248","Souday","FR","Centre-Val de Loire","Loir-et-Cher","Couëtron-au-Perche","0.793428 48.001997 0.901021 48.074423"
100000089401,"FR","89401","Sougères-sur-Sinotte","FR","Bourgogne-Franche-Comté","Yonne","Monéteau","3.578218 47.846366 3.637825 47.872593"
100000052481,"FR","52481","Soulaincourt","FR","Grand Est","Haute-Marne","Thonnance-les-Moulins","5.29696 48.420719 5.334862 48.452328"
100000079317,"FR","79317","Soulièvres","FR","Nouvelle-Aquitaine","Deux-Sèvres","Airvault","-0.228744 46.813254 -0.150831 46.868465"
100000050581,"FR","50581","Soulles","FR","Normandie","Manche","Bourgvallées","-1.216512 48.982413 -1.155261 49.036162"
100000080739,"FR","80739","Souplicourt","FR","Hauts-de-France","Somme","Hescamps","1.882857 49.732612 1.918927 49.762333"
100000505821,"FR","50582","Sourdeval","FR","Normandie","Manche","Sourdeval","-0.966011 48.688088 -0.827029 48.741272"
100000050583,"FR","50583","Sourdeval-les-Bois","FR","Normandie","Manche","Gavray-sur-Sienne","-1.292786 48.897001 -1.255336 48.929968"
100000463111,"FR","46311","Sousceyrac","FR","Occitanie","Lot","Sousceyrac-en-Quercy","1.968148 44.830767 2.117105 44.934695"
100000079318,"FR","79318","Soutiers","FR","Nouvelle-Aquitaine","Deux-Sèvres","Saint-Pardoux-Soutiers","-0.290323 46.567564 -0.247457 46.61185"
100000055499,"FR","55499","Spada","FR","Grand Est","Meuse","Lamorville","5.533423 48.919841 5.584535 48.953732"
100000009302,"FR","09302","Suc-et-Sentenac","FR","Occitanie","Ariège","Val-de-Sos","1.404582 42.773223 1.499583 42.830359"
100000016376,"FR","16376","Suris","FR","Nouvelle-Aquitaine","Charente","Terres-de-Haute-Charente","0.595024 45.826951 0.656594 45.874801"
100000001413,"FR","01413","Surjoux","FR","Auvergne-Rhône-Alpes","Ain","Surjoux-Lhopital","5.785542 46.016166 5.812438 46.044154"
100000061477,"FR","61477","Survie","FR","Normandie","Orne","Gouffern en Auge","0.15063 48.820281 0.227044 48.864993"
100000050586,"FR","50586","Surville","FR","Normandie","Manche","La Haye","-1.679131 49.268911 -1.600319 49.296837"
100000001414,"FR","01414","Sutrieu","FR","Auvergne-Rhône-Alpes","Ain","Valromey-sur-Séran","5.615014 45.900209 5.682282 45.96019"
100000002733,"FR","02733","Suzy","FR","Hauts-de-France","Aisne","Cessières-Suzy","3.431101 49.541566 3.496286 49.576743"
100000061478,"FR","61478","Taillebois","FR","Normandie","Orne","Athis-Val de Rouvre","-0.450693 48.789425 -0.410602 48.815097"
100000894051,"FR","89405","Taingy","FR","Bourgogne-Franche-Comté","Yonne","Les Hauts de Forterre","3.36951 47.589265 3.451624 47.640976"
100000080745,"FR","80745","Taisnil","FR","Hauts-de-France","Somme","Namps-Maisnil","2.112387 49.784983 2.169976 49.813294"
100000079321,"FR","79321","Taizé-Maulais","FR","Nouvelle-Aquitaine","Deux-Sèvres","Plaine-et-Vallées","-0.18796 46.905149 -0.096905 46.966424"
100000742751,"FR","74275","Talloires","FR","Auvergne-Rhône-Alpes","Haute-Savoie","Talloires-Montmin","6.171888 45.80097 6.286169 45.861004"
100000049342,"FR","49342","Tancoigné","FR","Pays de la Loire","Maine-et-Loire","Lys-Haut-Layon","-0.436274 47.157782 -0.38967 47.18028"
100000028381,"FR","28381","Tardais","FR","Centre-Val de Loire","Eure-et-Loir","Senonches","0.993675 48.572245 1.015462 48.583996"
100000086267,"FR","86267","Targé","FR","Nouvelle-Aquitaine","Vienne","Châtellerault","0.54529 46.772924 0.595559 46.804371"
100000021621,"FR","21621","Tart-l'Abbaye","FR","Bourgogne-Franche-Comté","Côte-d'Or","Tart","5.225146 47.174372 5.261539 47.195396"
100000216231,"FR","21623","Tart-le-Haut","FR","Bourgogne-Franche-Comté","Côte-d'Or","Tart","5.173188 47.167748 5.23527 47.218532"
100000515641,"FR","51564","Tauxières-Mutry","FR","Grand Est","Marne","Val de Livre","4.072476 49.069462 4.124801 49.113579"
100000070497,"FR","70497","Tavey","FR","Bourgogne-Franche-Comté","Haute-Saône","Héricourt","6.724713 47.548921 6.754078 47.571929"
100000045318,"FR","45318","Teillay-le-Gaudin","FR","Centre-Val de Loire","Loiret","Outarville","1.951062 48.177633 2.006645 48.205292"
100000045319,"FR","45319","Teillay-Saint-Benoît","FR","Centre-Val de Loire","Loiret","Crottes-en-Pithiverais","2.043754 48.085837 2.089638 48.116902"
100000008441,"FR","08441","Termes","FR","Grand Est","Ardennes","Grandpré","4.794119 49.308977 4.846175 49.377258"
100000732901,"FR","73290","Termignon","FR","Auvergne-Rhône-Alpes","Savoie","Val-Cenis","6.732021 45.257596 6.988442 45.425517"
100000081296,"FR","81296","Terre-Clapier","FR","Occitanie","Tarn","Terre-de-Bancalié","2.273056 43.820476 2.328528 43.87065"
100000008443,"FR","08443","Terron-sur-Aisne","FR","Grand Est","Ardennes","Vouziers","4.674888 49.444609 4.753097 49.46656"
100000079324,"FR","79324","Terves","FR","Nouvelle-Aquitaine","Deux-Sèvres","Bressuire","-0.550047 46.778805 -0.467186 46.846694"
100000073291,"FR","73291","Tessens","FR","Auvergne-Rhône-Alpes","Savoie","Aime-la-Plagne","6.562323 45.550037 6.637461 45.619974"
100000079325,"FR","79325","Tessonnière","FR","Nouvelle-Aquitaine","Deux-Sèvres","Airvault","-0.262056 46.796143 -0.174286 46.831901"
